character_id,raw_character_text
1270.0,Mindy
1271.0,Cherub Lenny
1272.0,Cherub Carl
1273.0,Fish
1274.0,Sexy Woman Announcer
1275.0,Jeeves
1276.0,WHITE HOUSE AIDE
1277.0,Turban Kid
1278.0,Fat Kid
1279.0,Nerds
1280.0,Big Hand Man
1281.0,Bellhop
1282.0,Passerby #1
1283.0,Passerby #2
1284.0,Chinese Waiter #1
1285.0,Chinese Waiter #2
1288.0,Young Jasper
1289.0,Panhandler
1290.0,Angry Voice From Stall
1291.0,Henry Kissinger
1292.0,HENRY KISSINGER'S BRAIN
1294.0,British Guy
1295.0,British Waitress
1296.0,Hippie
1297.0,Gerry Cooney
1299.0,BIG TEXAN
1300.0,Ernst
1301.0,Gunter
1302.0,Teenage Attendant
1303.0,Someone
1304.0,Rain Man
1305.0,Gambler
1306.0,CRAP PLAYERS
1307.0,Farmboy
1308.0,Slot Player #1
1309.0,Slot Player #2
1310.0,Audience Member
1311.0,Robert Goulet
1312.0,Wheelman
1315.0,Molloy
1316.0,Voice From The Back
1317.0,IRISH PETE
1318.0,Beatnik Poet
1319.0,Twelve-year-old
1320.0,Cat Burglar
1321.0,Box Executive
1322.0,Organ Grinder
1323.0,Crowd Member
1324.0,2nd Crowd Member
1325.0,Mrs. Quimby
1326.0,Fireman
1327.0,Hammer
1328.0,CONAN
1329.0,Kitty
1330.0,Customer #1
1331.0,Customer #2
1332.0,Dog
1333.0,Technician
1334.0,Bum #1
1335.0,Comedian
1336.0,Female Executive
1337.0,James Woods
1338.0,Stockboy
1339.0,Christians
1340.0,Robed Indian
1341.0,Aged Man
1342.0,ROBBER
1343.0,Old Ladies
1344.0,Onlookers
1345.0,Girl #2
1346.0,Hip Old Man
1347.0,Buzz Announcer
1348.0,Malibu Stacy
1349.0,Goofy Girl
1350.0,Goofy Girl's Stacy
1351.0,Recorded Voice
1352.0,Claire Harper
1353.0,Ugly Man
1354.0,Leroy
1355.0,Angry Customer
1356.0,Young Man
1357.0,Stacy Lovell
1358.0,GI JOE
1359.0,Doll
1360.0,Grim C.E.O.
1361.0,Brockman's Daughter
1362.0,Executives
1363.0,Old Lady Customer
1364.0,Old People
1365.0,GIRL#2
1367.0,Nasa Announcer #1
1368.0,Nasa Announcer #2
1369.0,Dr. Babcock
1370.0,STILLWATER
1371.0,Chimp
1372.0,Female Scientist
1373.0,TIM ALLEN-TYPE
1374.0,Peg
1375.0,Nerdy Scientist
1376.0,Jim Wallace
1377.0,Toby Hunter
1378.0,BUZZ
1379.0,Mission Control
1380.0,Race
1381.0,Everybody
1383.0,Ant #1
1384.0,Ant #2
1385.0,Ant #3
1386.0,Ant #4
1387.0,James Taylor
1388.0,RERPORTER #4
1390.0,First Guy In Line
1391.0,Eddie Money
1392.0,Jeremiah
1393.0,Priest
1394.0,Rappin' Ronnie
1395.0,Voice #1
1396.0,Voice #2
1397.0,Voice #3
1398.0,Voice #4
1399.0,Congregation
1400.0,Ernie Ford
1401.0,Carter
1402.0,Gomer
1403.0,Bill Clinton
1404.0,Saxophone
1405.0,Mr. Clean-style Character
1406.0,Goofy Recording
1407.0,Station Owner
1408.0,Dj3000
1409.0,Arboretum Guy
1410.0,Small Kid
1411.0,MEDIUM-SIZED KID
1412.0,Kid's Mother
1413.0,Cletus Spuckler
1414.0,Grizzled Guy
1415.0,Wildlife Man
1416.0,Ivory Dealer
1417.0,Speaker Box
1418.0,GAME SHOW MAN
1419.0,Baby Burns
1420.0,Teenage Burns
1421.0,Greenpeace Hippie #1
1422.0,Greenpeace Hippie #2
1423.0,Lee Majors
1424.0,Street Urchin
1425.0,Elf
1426.0,Deprogrammer
1427.0,Marge
1428.0,Lisa
1429.0,Homer Actor
1430.0,Marge Actress
1431.0,Lisa Actress
1432.0,Baby Bart
1433.0,Class
1434.0,Leopold
1435.0,Luigi
1436.0,Hayseed #1
1437.0,Hayseed #2
1438.0,Flanders's Beatnik Dad
1439.0,Private
1440.0,Rowdy Soldier
1441.0,Huck
1442.0,Freddy
1443.0,Lincoln Hobo
1444.0,Auctioneer
1445.0,Various Quimbys
1446.0,French Waiter
1447.0,Quimby's Lawyer
1448.0,Lunchlady Bart
1449.0,JIMBO JR.
1450.0,Jurors
1452.0,Old Jewish Man
1453.0,Grampa's Brain
1454.0,Generation X Guy
1455.0,Nelson Apparition
1457.0,Kaiser Wilhelm Guy
1458.0,Administrator
1459.0,SQUEAKY-VOICED TEENAGER
1460.0,Smithers's Wife
1461.0,Carl's Wife
1463.0,Musician
1464.0,Another Man
1465.0,Amish Man
1466.0,Mob Of Teenagers
1467.0,Last Teenager
1469.0,George
1470.0,STEWART CHARACTER
1471.0,RAVI
1472.0,English Boy
1473.0,Police Dept. Machine
1474.0,Jimmy Stewart Character
1475.0,Swashbuckler
1476.0,Allison
1477.0,Fbi #1
1478.0,Fbi #2
1479.0,Professor Taylor
1480.0,Englishman
1481.0,Beekeeper #1
1482.0,Beekeeper #2
1483.0,Üter
1484.0,Sherry
1485.0,Various Kids
1486.0,Radio Preacher
1487.0,2nd Radio Preacher
1488.0,3rd Radio Preacher
1489.0,Engineer
1490.0,Waiter #1
1491.0,Childcare Worker
1492.0,Little Kid
1493.0,Mother #1
1494.0,Childcare Supervisor
1495.0,Pinitchio
1496.0,Technician #3
1497.0,Loud Speaker
1498.0,Technician #4
1499.0,French Ticket Taker
1500.0,Jingle Singers
1501.0,Birch Barlow
1502.0,Chinese Principal #1
1503.0,Chinese Principal #2
1504.0,Dr. Demento
1505.0,DR. DEMEMTO
1506.0,Protesters
1507.0,Others
1508.0,The Rich Texan
1509.0,Big Moose
1510.0,Scary Announcer
1511.0,Kindergarten Teacher
1512.0,FRED FLINTSTONE
1513.0,Shadowy Figure
1515.0,Prisoner #1
1516.0,Prisoner #2
1517.0,GROUNDSKEEPER WILLIE'S BRAIN
1518.0,Chorus
1519.0,Mr. Peabody
1520.0,Sherman
1522.0,Kid Behind Glass
1523.0,Jewish Man
1524.0,Jessica
1525.0,Trucker #1
1526.0,Trucker #2
1527.0,Library Boy
1528.0,Various Congregation Members
1529.0,Car
1530.0,Car #3
1531.0,News Announcer
1532.0,Weatherman
1533.0,Gym Teacher
1534.0,Female Coach
1535.0,Justice
1536.0,Running Man
1537.0,Hockey Announcer
1538.0,Ashley
1539.0,Pa
1540.0,German Gummy Salesman
1541.0,Heavy Woman
1542.0,Deep Voice
1543.0,Godfrey
1544.0,ROCK BOTTOM ANNOUNCER
1545.0,Crying Woman
1546.0,Female Host
1547.0,Ben Announcer
1548.0,Ben
1549.0,Trainer
1550.0,Fox Announcer
1551.0,Young Babysitter
1552.0,Dennis Franz
1553.0,Aussie Reporter
1554.0,David Letterman
1555.0,Standup
1556.0,Teenage Manager
1557.0,Bike Rider
1560.0,Colonel Leslie Hapablap
1561.0,Vice President Gore
1562.0,Kool & the Gang
1563.0,Desk Clerk
1564.0,Goony-looking Man
1566.0,John F. Kennedy
1567.0,Onlooker
1568.0,Carla
1569.0,Sam
1570.0,Norm
1571.0,Woody
1572.0,Cliff
1573.0,Runway Signaler
1574.0,Alan
1575.0,Stewardess
1576.0,Additional Man
1577.0,Dr. Zweig
1578.0,Gramma Bouvier
1579.0,Plumber
1580.0,7-Year-Old Homer
1581.0,7-YEAR-OLD-HOMER
1583.0,Number One
1584.0,Last Signer
1585.0,Innkeeper
1586.0,Stonecutters
1587.0,School Kids
1588.0,Kid #3
1589.0,Redenbacher
1590.0,NICHOLSON
1591.0,Mr. T
1592.0,BUSH
1595.0,Villain
1599.0,Sperm #40012
1600.0,Customers
1602.0,Pilot #2
1603.0,Female Astronomer
1604.0,Ham
1605.0,Database
1606.0,E-Mail
1607.0,Report Card
1608.0,SUPERFRIENDS
1609.0,Male Astronomer
1610.0,Panicked Man
1611.0,Congressman #1
1612.0,Congressman #2
1613.0,Congress
1614.0,Johnny Unitas
1615.0,Angelique
1616.0,Transport Driver
1617.0,Georgian
1618.0,Texan
1619.0,2nd Texan
1620.0,Russian
1621.0,New Englander
1622.0,Kid In Crowd
1623.0,Krusty Burglar
1624.0,Dick Cavett
1625.0,Plastic Surgeon
1626.0,Don Vitorio
1627.0,Gangsters
1628.0,Second Scientist
1629.0,Translator
1630.0,Dictator
1631.0,Elderly Nazi
1632.0,Gus
1633.0,Prime Minister
1634.0,Evan Conover
1637.0,Sentry
1638.0,Ambassador
1639.0,Australian
1643.0,Bart's Fist
1644.0,Lender
1645.0,Ballet Teacher
1646.0,Mel Brooks
1649.0,Man In Background
1650.0,Japanese Man
1651.0,Japanese Woman
1652.0,Person
1653.0,Jay
1654.0,Charles Bronson
1655.0,Man In Audience
1656.0,New York Pilot
1657.0,Spielbergo
1659.0,Actor #1
1660.0,Actor #3
1661.0,Villagers
1662.0,BEN HUR
1664.0,Fortune Teller
1665.0,FORTUNE-TELLER
1666.0,Student In Jeans
1667.0,Moustached Man
1668.0,Mrs. Parkfield
1669.0,Mr. Parkfield
1670.0,Eldred
1671.0,Other Player
1672.0,Adult Nelson
1673.0,NELSON JR.
1674.0,Aged Krusty
1675.0,Cable Announcer
1676.0,Pet Store Man
1677.0,DRILL SGT.
1678.0,Irs Agent
1679.0,Fat Cheeked Housekeeper
1680.0,Ticket Lady
1681.0,Shelbyville Principal
1682.0,Enemy Soldier #1
1683.0,Enemy Soldier #2
1684.0,Soldier #3
1685.0,Soldier #4
1686.0,Ring Girl
1687.0,Tape Recorder
1688.0,Tutor
1689.0,Onlooker #1
1690.0,Opponent #1
1691.0,Opponent #2
1692.0,Opponent #3
1693.0,Parents
1694.0,Tiny Student
1695.0,All Students
1696.0,Old Jazz Musician
1697.0,Store Clerk
1698.0,Rudi
1700.0,Lion's Head
1701.0,Darth
1702.0,Black Man
1703.0,Shill
1704.0,News Vendor
1705.0,Psychotic Guy
1706.0,Hairdresser
1707.0,Players
1708.0,Sinister Man
1709.0,Henchman
1710.0,1st Tourist
1711.0,2nd Tourist
1712.0,Outfielder
1713.0,Shelby
1714.0,Backpack Kid
1715.0,Shelbyville Kids
1716.0,Springfield
1717.0,Shelbyville
1718.0,Tough Kid
1719.0,Dads
1720.0,Bigger Kid
1721.0,1st Kid
1722.0,2nd Kid
1723.0,Gas Station Attendant
1724.0,Second Customer
1725.0,Shelbyvillers
1726.0,Groundskeeper Wilma
1727.0,Tow Truck Man
1728.0,Shelbyville Grampa
1729.0,Prendergast
1730.0,Guillermo
1731.0,Tito Puente
1732.0,High School Student
1733.0,Roughneck
1734.0,Veterinarian
1735.0,Nelson's Parrot
1737.0,Male Inspector
1738.0,Female Inspector
1739.0,Other Old People
1740.0,Imaginary Burns #1
1741.0,Imaginary Burns #2
1742.0,Imaginary Burns #3
1743.0,Ten Imaginary Burnses
1744.0,Elderly Guard
1745.0,Smithers's Brain
1746.0,SUPER-VILLAIN
1747.0,Teenage Employee
1748.0,Pigeon
1749.0,Police Dispatcher
1750.0,Old Board Member
1751.0,Producer
1752.0,Scoutmaster
1753.0,Different Announcers
1754.0,Casting Lady
1755.0,Teamster
1756.0,Dialogue Coach
1758.0,Movie Prop Guy
1759.0,Estonian Dwarf
1760.0,Prop Guy
1761.0,Editor
1762.0,Spirograph Man
1763.0,Mickey Rooney
1764.0,Helicopter Pilot
1765.0,SHALLOW-LOOKING HOLLYWOODITE
1766.0,Bentley Salesman
1768.0,Bully Girls
1769.0,Old Mafia Guy
1770.0,Officer Goodman
1771.0,Officer Noble
1772.0,FROM SPEAKER
1773.0,Father In Burlap Sack
1775.0,Pre-Teen Hibbert Kid
1776.0,Little Hibbert Girl
1777.0,Teenage Hibbert Boy
1778.0,Barney-Shaped Form
1779.0,Jinglers
1780.0,SHERRITERRITHEIR SOULS
1781.0,NELSONHIS SOUL
1782.0,MARTIN'S SOUL
1783.0,Unctuous Waiter
1784.0,Figure
1785.0,SHERRITERRI
1786.0,VERY CUTE LITTLE GIRL
1787.0,Raving Derelict
1788.0,Nana Van Houten
1789.0,Wolf
1790.0,Pigs
1791.0,Papa Bear
1792.0,Mama Bear
1793.0,Baby Bear
1794.0,Mother Goose
1795.0,100 Flanderses
1796.0,Jose Flanders
1797.0,Thistlewick Flanders
1798.0,Lamb
1799.0,MS. HOOVER
1800.0,Worm
1801.0,Child Voice
1802.0,Linda McCartney
1803.0,Paul McCartney
1805.0,College Students
1806.0,Store Owner
1807.0,Mr. Van Brunt
1808.0,Paul Anka
1810.0,All Parents
1811.0,Homer's Mouth
1812.0,Muscular Guy
1813.0,Glamorous Woman
1814.0,Rugged Man
1815.0,Moviegoer
1816.0,Ice Cream Man
1817.0,Worker #3
1818.0,Line Man
1819.0,County Clerk
1820.0,Grave-digger
1821.0,Howard Cosell
1822.0,Protestors
1823.0,Student Wiggum
1824.0,Dennis Hopper
1825.0,Postal Clerk
1826.0,Postal Clerk #2
1827.0,Van Driver
1828.0,Enraged Prisoner
1829.0,Teenage Girl
1831.0,AIRMAN AT THE GATE
1832.0,Very Normal Prisoner
1833.0,Another Prisoner
1834.0,Airman Tour Guide
1835.0,M.P.
1837.0,Loudspeaker
1838.0,Airman At Gate
1839.0,Airman With Pistol
1840.0,Airman In Tank
1841.0,Matt Groening
1842.0,Network Executive #1
1843.0,Network Executive #2
1844.0,Supervillain
1845.0,Bont
1846.0,Indian Woman
1847.0,Bare-chested Man
1848.0,Richard Simmons Robot
1849.0,Carolers
1850.0,Rich Suburban Mom
1851.0,SPOILED LITTLE BOY
1852.0,Gavin
1853.0,Mario
1854.0,'Mario' #2
1855.0,Donkey Kong
1856.0,Lee Carvallo
1857.0,Sonic the Hedgehog
1858.0,Detective
1859.0,Answering Machine
1860.0,Mangy Santa
1861.0,Quimby #2
1862.0,Quimbys
1863.0,Bowling Clerk
1864.0,Nurselady Doris
1865.0,Sportscaster #2
1866.0,Guy In Crowd
1867.0,Disco Stu
1868.0,Agent Johnson
1869.0,GEORGE BUSH & FLANDERS
1870.0,Teenage Kid
1872.0,Elks
1873.0,GORBACHEV
1874.0,Gerald Ford
1875.0,Brandine Del Roy
1876.0,Evelyn
1877.0,Simpsons
1878.0,Women
1879.0,Dorothy Parker-ish Socialite
1880.0,Patricia
1881.0,Roberta
1882.0,Brittany Brockman
1883.0,Tom Kite
1884.0,Saleslady
1885.0,Mr. Dewey
1886.0,Bank Employee
1887.0,Teller #2
1888.0,Cayman Islands Bank Guy
1889.0,Chief Agent
1890.0,2ND IRS AGENT
1891.0,Phone Bid Taker
1892.0,Man's Voice
1893.0,Bob Newhart
1895.0,Pioneers
1898.0,Mechanical Voice
1899.0,HURLBUT
1901.0,Sprüngfeld
1902.0,Betsy Ross
1903.0,Corporate Type
1904.0,Skull
1905.0,Sharpshooter
1906.0,Employees
1907.0,Mrs. Burns
1908.0,Middle-aged Man
1909.0,Brinkley
1910.0,Suzanne Somers
1911.0,Chester Lampwick
1913.0,Courtroom Spectators
1914.0,Amendment
1915.0,Congressman
1918.0,Lester
1919.0,Miss Piggy
1920.0,Sir Kermit
1921.0,Paparazzo
1922.0,PHONE VOICE
1923.0,Macarthur Parker
1924.0,Diners
1925.0,Obnoxious Diner
1926.0,TROYONSCREEN TROY
1927.0,Male Co-host
1928.0,Female Co-host
1929.0,Ape
1930.0,Ape #2
1931.0,Chorus Of Ape Elders
1932.0,Ape Nurse
1933.0,Dr. Zaius
1935.0,Ticketing Agent
1936.0,Crackerman
1937.0,Other Traders
1938.0,Angry Dad
1939.0,Deranged-looking Hitchhiker
1940.0,Andy Williams
1941.0,Commanding-voiced Man
1942.0,Proprietor
1943.0,Al Gore Doll
1944.0,Pawn Shop Clerk
1945.0,Chinese Doctor
1946.0,Oak Ridge Engineer
1947.0,Review Board Members
1948.0,Review Board Chairman
1949.0,Señora Bumblebee Man
1950.0,Twangy Singers
1951.0,Very Tall Man
1952.0,Grampa Van Houten
1953.0,Judge Grandfather
1954.0,VIDAL
1955.0,Voice On Intercom
1956.0,Phony Homer
1957.0,Phony Marge
1958.0,Iggy Wiggum
1959.0,Sheldon Skinner
1960.0,Arnie Gumble
1961.0,Ox
1963.0,Etch
1964.0,RODTODD
1965.0,State Dept. Man #1
1966.0,State Dept. Man #2
1967.0,Von Wörtzenburger
1968.0,VON WÖRTZENURGER
1969.0,GREAT GRAMPA
1970.0,Great Grampa Simpson
1971.0,GREAT GRAMMA SIMPSON
1972.0,Apu's Father
1973.0,Apu's Mother
1974.0,Young Apu
1975.0,Manjula Nahasapeemapetilon
1976.0,Young Frink
1977.0,Tom Cruise
1978.0,Nicole Kidman
1979.0,I.N.S. AGENT
1980.0,Radio
1981.0,Sales Teen
1982.0,First Cool Guy
1983.0,All Other Guys
1984.0,Second Girl
1985.0,Ticket
1986.0,Blockhead
1987.0,B-Real
1988.0,Sales Kid
1989.0,Sour Kid
1990.0,Many Kids
1991.0,Sour Kid #2
1992.0,Sour Girl
1993.0,Peter Frampton
1994.0,Billy Corgan
1996.0,Cypress Hill
1997.0,Smashing Pumpkins
1998.0,First Gen-x Kid
1999.0,Second Gen-x Kid
2000.0,Darcy
2001.0,Jimmy Chamberlin
2002.0,James Iha
2003.0,DJ Muggs
2004.0,London Orchestra Guy
2005.0,FRAMPTON'S GUITAR
2006.0,Otto's Left Shoe
2007.0,Otto's Right Shoe
2008.0,Thurston Moore
2009.0,Steve Shelley
2010.0,Lee Ranaldo
2011.0,Kim Gordon
2012.0,Sen-Dog
2013.0,Ice Cream Truck Supervisor
2014.0,Nerdy Girl
2015.0,OTHER NERDY GIRL
2016.0,Pippi Longstocking
2017.0,Eustace Tilley
2018.0,Alice
2019.0,COOL KID VOICE
2020.0,COOL GIRL VOICE
2021.0,Rick
2022.0,Erin
2023.0,Apu II
2026.0,Hugo
2027.0,Prof. Mini-Frink
2028.0,Notable
2029.0,Fat Man
2030.0,Dole
2031.0,Committee Staff
2032.0,Clinton
2033.0,KODOS-CLINTON
2034.0,KANG-DOLE
2035.0,Spokesman
2036.0,SECRET SERVICEMAN
2037.0,Man In Crowd
2038.0,Alien Crier
2039.0,Businesswoman
2040.0,Hank Scorpio
2042.0,Student In Sunglasses
2043.0,Milhouse
2044.0,Mr. Doyle
2045.0,Leg-up Kid
2046.0,2nd Leg-up Kid
2047.0,3RD LEG-UP KID
2048.0,Leg-up Teacher
2051.0,U.N. Member
2052.0,2nd U.N. Member
2053.0,Jumpsuited Guy
2054.0,Recordchildren
2055.0,Computer
2056.0,Messenger
2057.0,Mall Announcer
2058.0,Indian #1
2059.0,Indian #2
2060.0,Microchip Voice
2061.0,Jimbo's Dad
2062.0,Dolph's Dad
2063.0,Kearney's Dad
2064.0,LUCIUS
2065.0,Drederick Tatum
2066.0,Prisoners
2067.0,Questioner #1
2068.0,Questioner #2
2069.0,Questioner #3
2071.0,T-shirt Vendor
2072.0,Michael Buffer
2073.0,Fan Man
2074.0,Park Ranger
2076.0,Old Preppie
2077.0,Willy Loman
2078.0,Wealthy Dowager
2079.0,Male Admissions Officer
2080.0,Female Admissions Officer
2081.0,Costume Shop Clerk
2082.0,Child's Voice
2083.0,Simulated Homer
2084.0,Starlet
2085.0,Sports Announcer
2086.0,Dancer #1
2087.0,Belle
2089.0,Bernice Hibbert
2090.0,Dancer #2
2091.0,BELLEDANCERS
2092.0,Townsmen Chorus
2093.0,Marge's Dummy
2095.0,"Kearney, Jr."
2096.0,Single Man
2097.0,Cracker Executive
2098.0,Chase
2099.0,Starla
2100.0,Flashback Homer
2101.0,Flashback Marge
2102.0,COMBO FRONTMAN
2103.0,Bandmembers
2104.0,Homer's Recording
2105.0,Milhouse's Thoughts
2106.0,Paramedic
2107.0,Nelson's Brain
2108.0,National Guardsman
2109.0,Main Title Singers
2110.0,Prison Officials
2111.0,Citizens
2112.0,Older Nurse
2113.0,Dr. Foster
2114.0,Young Ned
2115.0,Young Dr. Foster
2116.0,"Nedward Flanders, Sr."
2117.0,Mona Flanders
2118.0,Crazy Man
2119.0,Jay Sherman
2120.0,Various Onlookers
2121.0,Coyote
2122.0,Furniture Salesman
2123.0,First Mate
2124.0,Leonard Nimoy
2125.0,Video Arcade Man
2126.0,Kevin Costner Voice
2127.0,Guilty Man
2128.0,Fox Mulder
2129.0,Dana Scully
2130.0,Alf
2131.0,MARVIN-THE-MARTIAN-TYPE
2133.0,Frog #1
2134.0,Frog #2
2135.0,Frog #3
2136.0,alligator
2137.0,Hot Dog Stand Guy
2138.0,SMITHERS'
2139.0,NICK RIVIERA
2140.0,Motivational Man
2141.0,Picture Man
2142.0,Pita Saleswoman
2144.0,Frank Ormand
2145.0,1st Sportscaster
2147.0,2nd Sportscaster
2148.0,Mobster
2150.0,Yakuza
2151.0,1st Panicked Employee
2152.0,2nd Panicked Employee
2153.0,Ranger
2154.0,Smokey Bear
2155.0,Smithers's Echo
2157.0,Drunk Man
2158.0,McFadden
2159.0,Mr. Burns's Thoughts
2160.0,Family
2161.0,FORD
2162.0,Older Woman
2163.0,Elderly Woman
2164.0,Nanny
2165.0,SHARY
2166.0,Fidgety Lieutenant
2167.0,Quentin Tarantino
2168.0,Moderator
2169.0,Writer #1
2170.0,Writer #3
2171.0,Writing Staff
2172.0,Head Animator
2173.0,Roy
2174.0,David Cohen
2175.0,Sound Engineer
2176.0,June
2177.0,Nerd In Audience
2178.0,Theme Singers
2179.0,Very Deep Voice
2180.0,Poochie
2181.0,Hip Saleswoman
2182.0,100 Workers
2183.0,Buffed Worker
2184.0,Worker In Crowd
2187.0,Cecil Terwilliger
2188.0,Sideshow Bob's Brain
2189.0,1986 Cecil
2190.0,1986 BOB
2191.0,1986 Krusty
2193.0,Cousin Merl
2196.0,Distressed Yuppie
2197.0,Young Italian Man #1
2198.0,Limo Driver
2199.0,Emergency Operator
2200.0,Irish Cops
2201.0,Drunken Revelers
2202.0,Shocked Old Woman
2204.0,Temperance Women
2205.0,Very Old Clerk
2206.0,Councilmen
2207.0,Head Of Duff
2208.0,Quimby's Aide
2209.0,Rex Banner
2210.0,"HOMER, MARGE AND BART"
2211.0,Helpful Clerk
2212.0,Voice In Crowd
2213.0,Magician
2214.0,Cafeteria Worker
2215.0,Computerized Japanese Voice
2217.0,Credit Representative
2218.0,Repo Goon #2
2219.0,Heiress
2220.0,Lumley
2221.0,Distant Voice
2222.0,FIRE-STOKER
2223.0,Tommy
2224.0,Mitchell
2225.0,Stockbroker
2226.0,ADVISORS & SMITHERS
2227.0,Real Estate Agent
2228.0,Bret 'The Hitman' Hart
2230.0,Activity Coordinator
2231.0,Female Resident
2232.0,Male Resident
2233.0,Several Residents
2234.0,Hospital Intercom
2235.0,Test Blast Announcer
2236.0,Nearby Patient
2238.0,Young Flanders
2239.0,Young Lovejoy
2240.0,Japanese Worker #1
2241.0,St. Eleutherius
2242.0,St. Bartholomew
2243.0,St. Lucian
2244.0,St. Donickus
2245.0,Japanese Businessman
2246.0,Mr. Sparkle
2247.0,UNDERWATER GIRLS #1 & #2
2248.0,UNDERWATER GIRL #3
2250.0,Japanese Announcer
2251.0,Donny
2253.0,Japanese Tourist
2254.0,Zookeeper
2255.0,Baboons
2256.0,Frank Grimes
2257.0,City Employee
2258.0,Portly Chef
2259.0,Big Daddy
2261.0,Betty
2262.0,BETTY & MOE
2264.0,Tim Conway
2265.0,Ozmodiar
2266.0,OSMODIAR AND TROY
2267.0,Adlai Stevenson
2268.0,Parrots
2269.0,Commandant
2270.0,Cadet
2271.0,Cadet Larsen
2272.0,Cadet Franklin
2273.0,Cadet Platt
2274.0,Cadets
2275.0,CADET ANDERSEN
2276.0,Cadet Anderson
2277.0,Duffman
2278.0,Cheerleaders
2279.0,Hasidic Man
2281.0,OFFICE WORKER IN TOWER ONE
2282.0,OFFICE WORKER IN TOWER TWO
2283.0,Undershirt Guy
2284.0,Dmv Recording
2285.0,Gruff Voice
2286.0,Crazy Guy
2287.0,Fireworks Vendor
2288.0,Society Matron
2289.0,Alfred E. Neuman
2290.0,Angry Cab Driver
2291.0,Bike Messenger
2292.0,Song On Radio
2293.0,Jury Member #1
2294.0,Jury Member #2
2295.0,Jury Chorus
2296.0,Mr. Cleary
2297.0,Staffpatients
2298.0,Construction Worker
2300.0,Carriage Driver
2301.0,Student Choir
2302.0,Stranger
2303.0,Sgt. Skinner
2304.0,Armin
2305.0,Young Armin
2306.0,Frog
2307.0,Krusty
2308.0,Asian Boy
2309.0,Young Barney
2310.0,Little Girls
2311.0,Headmistress
2312.0,Man At Bar
2313.0,French President
2314.0,Mutant Sideshow Mel
2315.0,Mutant Dr. Hibbert
2316.0,Mutant Moe
2317.0,Mutant Skinner
2318.0,Mutant Burns
2319.0,Mutant Lenny
2320.0,Mutants
2321.0,Mutant Wiggum
2322.0,MUTANT FLANDERS
2323.0,MUTANT MELSKINNERMOEBURNSWIGGUM
2324.0,Creature
2325.0,Fly-head
2326.0,Governor Quimby
2327.0,Constable Wiggum
2328.0,Goodman Skinner
2329.0,Goodman Flanders
2330.0,Pastor Lovejoy
2331.0,Goodman Moe
2332.0,Goody Krabappel
2333.0,Goodman Lenny
2334.0,Snowman Eddie
2335.0,Princess Lou
2336.0,Goody Maude
2337.0,Pelé
2338.0,Foreign Announcer
2339.0,Soccer Hooligans
2340.0,Soccer Hooligan
2341.0,Security Salesman
2342.0,Gun Clerk
2343.0,Hooker
2344.0,Muffled Voice
2345.0,Team
2346.0,Roy Firestone
2347.0,Teenage Smithers
2348.0,MIDDLE-AGE GRAMPA
2349.0,Teenage Lenny
2351.0,Joe Namath
2352.0,Other Players
2353.0,HANK
2354.0,Female Voices
2355.0,Female Crowd Members
2356.0,Manjula's Mother
2357.0,Siegfried
2358.0,Guests
2359.0,Ganesh
2361.0,Indian Singers
2362.0,Mall Executive
2363.0,Pr Man
2364.0,Caveman
2365.0,Stephen Jay Gould
2366.0,SOUTH AMERICAN BIDDER
2367.0,Johnny D
2368.0,City Clerk
2369.0,Gil Gunderson
2370.0,Cookie
2371.0,Assorted Agents
2372.0,Lionel Hutz's Head
2373.0,Female Victim
2374.0,Other Realtors
2375.0,Dove
2376.0,Shopper
2377.0,Cheerleader
2379.0,Patches
2380.0,Poor Violet
2381.0,Sullen Teen
2382.0,Sean
2383.0,Alex Trebek
2384.0,Goon #1
2385.0,Hombre
2386.0,Clint Eastwood
2387.0,Townspeople Chorus
2388.0,Lee Marvin
2389.0,Female Chorus
2390.0,SECOND FEMALE CHORUS
2392.0,Carny
2393.0,Dracula Voice
2394.0,Maintenance Man
2395.0,Game Announcer
2396.0,Cooder
2397.0,Spud
2398.0,Performer
2399.0,Camel
2400.0,Fantastic Dan
2401.0,Passengers
2402.0,Hari Krishna
2403.0,Christian
2404.0,Jane
2405.0,Glen
2406.0,Movementarians
2407.0,Don
2408.0,Homer's Stomach
2409.0,Homer's Feet
2410.0,Leader
2411.0,THE LEADER
2412.0,Noah
2413.0,Singing Children
2414.0,Chinese Sailor #1
2415.0,Chinese Sailor #2
2416.0,Bill Gates
2417.0,James Earl Jones
2418.0,Volunteer
2419.0,Steven Wright
2420.0,Bobcat Goldthwaite
2421.0,JANEANE
2422.0,Bruce Baum
2426.0,Businessman #1
2427.0,Businessman #2
2428.0,Jay Leno
2429.0,HANK WILLIAMS JR.
2430.0,Renee
2431.0,Republican Candidate
2432.0,Drunken Cop
2433.0,Photographer Cop
2434.0,Homer's Voice
2435.0,GHOSTLY HOMER
2436.0,Square Guy
2437.0,Station Manager
2438.0,Great Uncle Chet
2439.0,Well-dressed Relative
2440.0,Relative #1
2441.0,Relative #2
2442.0,Relative #3
2443.0,Relative #4
2444.0,Relative #5
2445.0,Dr. Simpson
2446.0,Simpson Woman #1
2447.0,Simpson Woman #2
2448.0,Simpson Woman #3
2449.0,Nerdy Kids
2450.0,Female Computer
2451.0,Bullies
2452.0,Elderly Night Watchman
2453.0,Leprechaun
2454.0,General Donut
2456.0,Roddy McDonut
