,id,p0_c1,party_id,candidate_id,phrase,date
0,1,1,4,1,Edmundo Bal ha sido el primero en votar y Ángel Gabilondo el último.,2021-05-04
1,2,1,4,1,El último en votar Ángel Gabilondo.,2021-05-04
2,3,1,4,1,El socialista Ángel Gabilondo ha visitado el hotel que mañana se convertirá en su cuartel general.,2021-05-03
3,4,1,4,1,"También a mi me decían que era imposible ganar en Cataluña al independentismo, pues ganamos al independentismo y lo hicimos sin trincheras, apostando por la unidad y apostando por el diálogo y eso es lo que Gabilondo representa en Madrid, por eso sé Ángel que vas a ganar.",2021-05-01
4,5,1,4,1,Ángel Gabilondo anunció que sería su vicepresidenta económica en caso de ganar.,2021-04-26
5,6,1,4,1,Pablo Iglesias Rocío Monasterio Mónica García Isabel Díaz Ayuso Ángel Gabilondo Edmundo Bal Ciudadanos.,2021-04-21
6,7,1,4,1,"Pedro Sánchez ha arropado hoy a Ángel Gabilondo, en su primer acto de campaña oficial.",2021-04-18
7,8,1,4,1,"Madrid deberá optar entre dos caminos, muy claros, muy definidos, el camino de la recuperación justa con un Gobierno serio, liderado por el Partido Socialista y Ángel Gabilondo o el camino del Gobierno de Colón, que significa exclusión social, ultraderecha y corrupción.",2021-04-18
8,9,1,4,1,"El candidato socialista Ángel Gabilondo ha anunciado que si gobierna, la ministra Reyes Maroto será su vicepresidenta económica.",2021-04-16
9,10,1,4,1,Se refiere al anuncio de hoy del socialista Ángel Gabilondo: la ministra Reyes Maroto será su vicepresidenta económica si gana las elecciones.,2021-04-16
10,11,1,4,1,"Precisamente por los ataques injustos y desmesurados que hemos sufrido. arropado por la vicepresidenta Carmen Calvo, Ángel Gabilondo acusa a la presidenta madrileña de atacar al Gobierno de Sánchez.",2021-04-10
11,12,1,4,1,"Aunque el candidato mejor valorado es Ángel Gabilondo, el único que aprueba.",2021-04-05
12,13,1,4,1,Insiste en que Ángel Gabilondo es la única alternativa frente a la ultra derecha.,2021-04-04
13,14,1,4,1,"-Porque no habla Ángel Gabilondo, habla Pedro Sánchez, que todos los madrileños lo tengan claro, aquí no se elige al candidato Ángel Gabilondo, aquí se elige a Pedro Sánchez cuando se vota al partido socialista El candidato de Ciudadanos, Edmundo Bal, sigue de precampaña.",2021-04-04
14,15,1,4,1,El PSOE ha colocado un cartel de grandes dimensiones de Ángel Gabilondo en la céntrica plaza de Callao.,2021-04-02
15,16,1,4,1,"El candidato socialista, Ángel Gabilondo, pide que no se crispe la campaña después del incidente de ayer cuando varios ultra increparon al líder de Unidas Podemos.",2021-03-31
16,17,1,4,1,"Quien quiera estar en un Gobierno progresista, liderado por PSOE y Ángel Gabilondo deberá renunciar al extremismo.",2021-03-27
17,18,1,4,1,"Quien quiera estar en un Gobierno progresista, liderado por PSOE y Ángel Gabilondo deberá renunciar al extremismo.",2021-03-27
18,19,1,4,1,Ángel Gabilondo se reafirma.,2021-03-23
19,20,1,4,1,Ángel Gabilondo descarta pactar con Pablo Iglesias.,2021-03-22
20,21,1,4,1,"Ángel Gabilondo descarta pactar con Pablo Iglesias porque dice, le intranquiliza.",2021-03-22
21,22,1,4,1,El socialista Ángel Gabilondo quiere a los votantes de Ciudadanos.,2021-03-21
22,23,1,4,1,El socialista Ángel Gabilondo hace un llamamiento a los votantes de Ciudadanos.,2021-03-21
23,24,1,4,1,"Pedro Sánchez arropa al candidato de los socialistas, Ángel Gabilondo.",2021-03-20
24,25,1,4,1,Ángel Gabilondo el candidato del PSOE responde a quienes le llaman serio y lo convierte en su lema de campaña.,2021-03-20
25,26,1,4,1,"En nuestro partido político en Madrid, Pedro Sánchez ha arropado hoy al candidato socialista Ángel Gabilondo.",2021-03-20
26,27,1,4,1,"El presidente del Gobierno ha arropado al candidato de los socialistas, Ángel Gabilondo.",2021-03-20
27,28,1,4,1,"Ángel Gabilondo, el candidato del PSOE, Ángel Gabilondo, el candidato del PSOE, responde a quienes le llaman serio y lo convierte en su lema de campaña.",2021-03-20
28,29,1,4,1,"En el voto de la izquierda, silencio, por parte de Ángel Gabilondo.",2021-03-15
29,30,1,4,1,"Se conocía media hora después de que el PSOE ratificara a su candidato, Ángel Gabilondo.",2021-03-15
30,31,1,4,1,"La candidatura de Pablo Iglesias y su salida del gobierno obliga a mover ficha, Ángel Gabilondo guarda silencio, y desde Más Madrid adelantan que se sentarán a hablar.",2021-03-15
31,32,1,4,1,"A la espera de la decisión de la Justicia, el Partido Socialista arropa a Ángel Gabilondo, que asegura que no tiene miedo a los comicios.",2021-03-13
32,33,1,4,1,"El PSOE anuncia que Ángel Gabilondo volverá a ser su candidato, si hay elecciones.",2021-03-12
33,34,1,4,1,"Con la vista puesta en si hay elecciones, Ángel Gabilondo ya ha dicho que repetirá como candidato del Psoe.",2021-03-12
34,35,1,4,1,"El PSOE adelanta que su candidato, si hay elecciones volverá a ser Ángel Gabilondo.",2021-03-12
35,36,1,4,1,"- Mañana frenética en Ferraz, acaba de llegar Pedro Sánchez, estamos pendientes de una comparecencia de José Luis Ábalos para que valoren los últimos movimientos, el PSOE ha presentado hoy 3 mociones de censura a gobiernos del PP, a primera hora la de Murcia, que según confirmas fuentes de la dirección nación Murcia, pero se negocia Madrid, la 2 moción presentada del PSOE es la de Madrid, que encabezaría Ángel Gabilondo, y la de la última hora es la presentada en Castilla y León, el PSOE tenía ganas de presentar esta moción en Castilla y León, ha dicho que lo harían cuando tuviesen los apoyos necesarios.",2021-03-10
36,37,1,4,1,"Han coincidido en el acto del Día de la Comunidad donde ha habido saludos y también reproches, como este de Monasterio a Gabilondo.",2021-05-02
37,38,1,4,1,"El ex ministro asegura que como hizo él en Cataluña, Gabilondo ganará y las elecciones para frenar la política, dice, de la división.",2021-05-01
38,39,1,4,1,En el sprint final Gabilondo pide un último esfuerzo en las urnas para cambiar al gobierno de Madrid.,2021-05-01
39,40,1,4,1,"Nosotros somos el partido que encarna los valores del raciocinio, no vamos a permitir que gobierne Iglesias con Gabilondo y Gabilondo con Iglesias y que cunda ese enfrentamiento.",2021-05-01
40,41,1,4,1,-Frente a la agenda del enfrentamiento de Gabilondo y de Iglesias.,2021-04-30
41,42,1,4,1,Gabilondo aspira a liderar la recuperación económica de Madrid tras la pandemia con un presupuesto que ya tiene calculado.,2021-04-29
42,43,1,4,1,Gabilondo se reafirma en su NO a Ayuso y NO entiende que Ciudadanos siga tendiéndole la mano al PP.,2021-04-29
43,44,1,4,1,"Gabilondo lamenta la deriva que está tomando la campaña y pide acabar con el Madrid, dice, de la amenaza.",2021-04-28
44,45,1,4,1,"-Solo así, dice Gabilondo, se puede frenar la espiral de crispación.",2021-04-27
45,46,1,4,1,"Reyes Maroto, además de ministra de Industria, es la apuesta de Gabilondo para ocupar la vicepresidencia económica, si logra ser presidente.",2021-04-26
46,47,1,4,1,Gabilondo dice que quiere ser presidente para unir a todos los madrileños.,2021-04-25
47,48,1,4,1,"Segundo acto de campaña con Pedro Sánchez, arropando a Gabilondo, aquí en Getafe, donde Sánchez ha dicho, que VOX es, un amenaza para la democracia.",2021-04-25
48,49,1,4,1,"Gabilondo, ha dicho aquí, que va a ser presidente para volver a unir a todos los madrileños.",2021-04-25
49,50,1,4,1,"Se ha acercado a visitar las carpas del partido pese a la lluvia y ha criticado que Gabilondo se haya arrojado, dice, en brazos de Iglesias y que el candidato de Unidas Podemos se haya apropiado del termino demócrata.",2021-04-25
50,51,1,4,1,Gabilondo asegura que la campaña ha tomado un nuevo rumbo y la encara como un plebiscito sobre la democracia.,2021-04-24
51,52,1,4,1,"Desde Génova: 'Condeno sin matices y sin añadir ninguna frase las amenazas, es absolutamente inadmisible' -Marlaska, una de las tres personas que ha recibido las amenazas, ha estado hoy con Gabilondo.",2021-04-23
52,53,1,4,1,"Tirando de lenguaje quijotesco Gabilondo ya ha elegido a su compañero de batallas Pablo, querido Pablo.",2021-04-22
53,54,1,4,1,"No van a sumar por muchos esfuerzos que haga Tezanos por salvar al soldado Gabilondo la buena noticia es que no va a gobernar Gabilondo con Iglesias, diga el CIS lo que diga.",2021-04-22
54,55,1,4,1,"Más quisieran Tezanos, Sánchez y Gabilondo que hubiera empate técnico A Gabilondo le ha recriminado Ayuso su acercamiento a Iglesias.",2021-04-22
55,56,1,4,1,Caretas fuera Gabilondo e Iglesias van de la mano.,2021-04-22
56,57,1,4,1,El debate le ha servido a Gabilondo para cambiar de estrategia.,2021-04-22
57,58,1,4,1,Hay partido gabilondo.,2021-04-22
58,59,1,4,1,"Más quisieran Tezanos, Sánchez y Gabilondo que hubiera empate técnico.",2021-04-22
59,60,1,4,1,Caretas fuera; Gabilondo e Iglesias van de la mano.,2021-04-22
60,61,1,4,1,Las críticas también le han llegado a Gabilondo desde Ciudadanos.,2021-04-22
61,62,1,4,1,Gabilondo ha vuelto a insistir en que no subirá los impuestos en los próximos dos años.,2021-04-20
62,63,1,4,1,"El ministro Iceta entra en campaña y en un acto sin el candidato asegura que Gabilondo es la opción ganadora, la que huye de la confrontación.",2021-04-19
63,64,1,4,1,"En cuanto a pactos, Gabilondo espera que Ciudadanos no vuelva a apoyar al PP.",2021-04-19
64,65,1,4,1,"Ciudadanos, que sigue paseando su bus naranja por Madrid, no quiere un pacto entre Gabilondo e Iglesias.",2021-04-19
65,66,1,4,1,"Gabilondo promete un complemento para las pensiones no contributivas, Díaz Ayuso defender la fiesta de los toros frente al Gobierno.",2021-04-19
66,67,1,4,1,Gabilondo niega que Sánchez le esté eclipsando y vuelve a reivindicarse.,2021-04-19
67,68,1,4,1,Alerta de que gobiernen los extremos y de un pacto de Gabilondo con Iglesias.,2021-04-19
68,69,1,4,1,Primera aparición de Pedro Sánchez en campaña para arropar a su candidato Gabilondo.,2021-04-18
69,70,1,4,1,"El camino de recuperación justa con un Gobierno serio liderado por Gabilondo, o el camino del Gobierno de Colón quesignifica exclusión social, ultraderecha y corrupción.",2021-04-18
70,71,1,4,1,"Hoy Sánchez no ha se ha referido a Ayuso, pero sí lo ha hecho Gabilondo, para decir que la candidata del PP solo tiene una palabra en la boca 'Sánchez'.",2021-04-18
71,72,1,4,1,"El candidato le ha recordado a Ayuso, del que se presenta a las elecciones es el, Gabilondo, y la acusa de tener un único proyecto, el de confrontación con Sánchez.",2021-04-18
72,73,1,4,1,"Ayuso ha respondido a estas palabras de Gabilondo, en un acto en Madrid, donde ha presentado sus autobuses de campaña.",2021-04-18
73,74,1,4,1,Gabilondo dice que va a plantar cara en estas elecciones que tacha de encrucijada.,2021-04-17
74,75,1,4,1,"Moncloa arropa a Gabilondo, echa el resto para conseguir movilizar a la izquierda y convencer al votante de ciudadanos.",2021-04-17
75,76,1,4,1,"Moncloa acompaña a Gabilondo y echan el resto en esta campaña, con un objetivo: movilizar a la izquierda.",2021-04-17
76,77,1,4,1,"No va a haber un gobierno de Ayuso con VOX, no va a haber un gobierno de Gabilondo con Iglesias.",2021-04-17
77,78,1,4,1,Y el PSOE ha anunciado que la ministra de Industria será la vicepresidenta económica si Gabilondo forma gobierno.,2021-04-16
78,79,1,4,1,"Y le dice a Gabilondo que lo prioritario es construir una alternativa progresista antes de anunciar cargos como el que le ha ofrecido a la ministra Maroto, si gobierna el PSOE, la vicepresidencia económica.",2021-04-16
79,80,1,4,1,Ciudadanos cree que Gabilondo esconde en realidad sus cartas 'Que está ¿preparando ya la vicepresidencia política para el Sr Iglesias?,2021-04-16
80,81,1,4,1,Y Vox acusa a Gabilondo de falta de propuesta s que solucione los problemas reales de los españoles.,2021-04-16
81,82,1,4,1,"Díaz Ayuso ha vuelto a acusar al candidato socialista de tratar de atemorizar a la gente, después de que Gabilondo destacase este dato de sanidad.",2021-04-12
82,83,1,4,1,"También otros actos con presencia de líderes nacionales: Gabilondo arropado por Carmen Calvo, Abascal con Monasterio, e Iglesias con Yolanda Díaz.",2021-04-10
83,84,1,4,1,"En un acto feminista y arropado por la vicepresidenta primera, Gabilondo critica la gestión de la pandemia en Madrid y acusa a Díaz Ayuso de atacar al Gobierno.",2021-04-10
84,85,1,4,1,La junta sí ha ratificado la denuncia del PP contra la lona de Gabilondo en la Gran Vía y ha ordenado retirarla.,2021-04-10
85,86,1,4,1,Gabilondo sale en defensa del presidente.,2021-04-09
86,87,1,4,1,Gabilondo apela al votante de Ciudadanos.,2021-04-05
87,88,1,4,1,"Solo dos de los candidatos aprueban, Gabilondo y García.",2021-04-05
88,89,1,4,1,"Sigue la precampaña en Madrid, cuando falta un mes para las elecciones a la Comunidad Pedro Sánchez arropa, una vez más a Angel Gabilondo.",2021-04-04
89,90,1,4,1,El PP denuncia la lona de Gabilondo en la Gran Vía y anuncios de Podemos en redes sociales.,2021-04-03
90,91,1,4,1,"Gabilondo insiste, no quiere un Gobierno de ultraderecha en Madrid.",2021-04-03
91,92,1,4,1,Gabilondo le acusa de ser sucedáneo o deTrump -- es una absoluta vergüenza e irresponsabilidad.,2021-03-29
92,93,1,4,1,Gabilondo asegura que lidera una candidatura de izquierdas pero centrada.,2021-03-28
93,94,1,4,1,Edmundo Bal cree que Gabilondo pactará con Podemos.,2021-03-28
94,95,1,4,1,"'Hay un pack que es con el señor Gabilondo,Podemos y Más Podemos.",2021-03-28
95,96,1,4,1,"En un acto sobre vivienda, Gabilondo se reafirma como un candidato de mayorías.",2021-03-28
96,97,1,4,1,"'Hay un pack que es Gabilondo, Podemos y Más Podemos, y que no nos digan otra cosa'.",2021-03-28
97,98,1,4,1,En su partido hoy han presentado a Irene Lozano como número5 de la lista de Gabilondo.,2021-03-25
98,99,1,4,1,"Gabilondo se reafirma en un acto en el que ha presentado a su número dos, Hana Jalloul, la actual secretaria de Estado de Migraciones.",2021-03-23
99,100,1,4,1,"-Si el número uno manda poco en el PSOE, imagino que el dos muchomenos El PP no da credibilidad al veto de Gabilondo a Iglesias.",2021-03-23
100,101,1,4,1,"Es Hana Yalul, secretaria de Estado de Migraciones que pasa a ser la número dos de Gabilondo.",2021-03-23
101,102,1,4,1,El socialista Gabilondo dice que no quiere a Pablo Iglesias en su gobierno.,2021-03-22
102,103,1,4,1,Gabilondo sabe que los votantes de Ciudadanos en el 2019 serán clave este 4M.,2021-03-22
103,104,1,4,1,Podemos responde a Gabilondo en redes sociales.,2021-03-22
104,105,1,4,1,Ni PP ni Ciudadanos se creen a Gabilondo.,2021-03-22
105,106,1,4,1,Gabilondo mantiene que él prefiere ir con Ciudadanos o Más Madrid antes que con Pablo Iglesias.,2021-03-22
106,107,1,4,1,Creen que a Gabilondo le falta más valentía.,2021-03-22
107,108,1,4,1,"-Por qué tenemos que creer a Gabilondo que no patará con Podemos, si Sánchez tiene un pacto en el gobierno nacional.",2021-03-22
108,109,1,4,1,Gabilondo presenta su lema de campaña: 'Un Gobierno serio y un Gobierno en serio'.,2021-03-20
109,110,1,4,1,Gabilondo ha criticado duramente la gestión de la pandemia de Díaz Ayuso y ha asegurado que hace falta estabilidad para devolver la credibilidad a la Puerta del Sol.,2021-03-20
110,111,1,4,1,El anuncio lo hacía Gabilondo en esta declaración televisada sin periodistas ni preguntas.,2021-03-12
111,112,1,4,1,Es la pregunta que hoy hacían todos a Gabilondo.,2021-03-11
112,113,1,4,1,"-¿Será usted, Gabilondo?",2021-03-11
113,114,1,4,1,Fuentes del partido no aseguran que sea Gabilondo.,2021-03-11
114,115,1,4,1,"El candidato del PSOE, entre abucheos, ha apelado a la movilización para frenar la espiral del conflicto permanente.",2021-05-02
115,116,1,4,1,Al candidato del PSOE le ha acompañado esta tarde Salvador Illa.,2021-05-01
116,117,1,4,1,El candidato del PSOE carga contra Díaz Ayuso por convocar las elecciones en día laborable y pide un esfuerzo a los ciudadanos para ir a las urnas.,2021-05-01
117,118,1,4,1,"Falta una semana para las elecciones en la comunidad de Madrid y los partidos hablan ya de apoyos y vetos la candidata del PP descarta el cordón sanitario a Vox que propone el Psoe y pide a la izquierda que le apoye si quiere evitar a Vox, el candidato socialista lo descarta y defiende un gobierno progresista El País Vasco es la comunidad con mayor incidencia de Covid y Guipuzcoa casi triplica la media nacional de contagios: 730 por cada 100.000 habitantes.",2021-04-27
118,119,1,4,1,María Jesús Montero ha defendido el cordón sanitario a Vox que propone el candidato del PSOE.,2021-04-27
119,120,1,4,1,Lo pedían el candidato del PSOE y la candidata de Más Madrid.,2021-04-23
120,121,1,4,1,El candidato del PSOE dice no tocará los impuestos que dependan de él y Díaz Ayuso promete bajarlos.,2021-04-13
121,122,1,4,1,El candidato del PSOE reclama acabar ya con el enfrentamiento.,2021-04-09
122,123,1,4,1,El candidato del PSOE repite que no pactará con Pablo Iglesias.,2021-03-23
123,124,1,4,1,Y así de contundente se ha expresado el candidato del PSOE en Madrid sobre sus preferencias para un hipotético gobierno tras el 4 de mayo.,2021-03-22
124,125,1,4,1,"Respuesta al candidato del PSOE que en un debate crispado ha cargado contra Ciudadanos por traicionar, dice, sus promesas de regeneración.",2021-03-22
125,126,1,4,1,El candidato del PSOE califica así el gobierno de coalición entre PP y Ciudadanos Y hace un llamamiento para que la moción que ha presentando en solitario prospere LUIS TUDANCA PSOE.,2021-03-22
126,127,1,4,1,El primero en hablar de sus preferencias ha sido el candidato del Psoe.,2021-03-22
127,128,1,4,1,Una de las preguntas que planea es quién será el candidato del PSOE en Madrid si finalmente hay elecciones.,2021-03-11
128,129,1,1,2,Edmundo Bal ha sido el primero en votar y Ángel Gabilondo el último.,2021-05-04
129,130,1,1,2,"Hemos visto a Edmundo Bal, de Ciudadanos.",2021-05-04
130,131,1,1,2,"Y directamente corriendo, Edmundo Bal.",2021-05-03
131,132,1,1,2,"Y Edmundo Bal, el candidato de Ciudadanos, ha empezado la mañana corriendo 14 km por el anillo ciclista cercano a su casa.",2021-05-03
132,133,1,1,2,Lo que sí que le diría al señor Edmundo Bal es que se lo pase a la señora Villacís que gobierna gracias a la ultraderecha.,2021-04-28
133,134,1,1,2,Si Rocío Monasterio o Edmundo Bal' Para VOX.,2021-04-27
134,135,1,1,2,Edmundo Bal ha visitado una ganadería de Santa María de la Alameda.,2021-04-25
135,136,1,1,2,"Edmundo Bal, acompañado hoy por el expresidente Aguado y por Inés Arrimadas.",2021-04-24
136,137,1,1,2,"Dicen que llegan muy concentrados y preparados, la mayoría han bloqueado sus agendas para preparar este debate, Isabel Díaz Ayuso y Edmundo Bal, hay 600.000 indecisos, y el debate puede ser decisivo.",2021-04-21
137,138,1,1,2,Pablo Iglesias Rocío Monasterio Mónica García Isabel Díaz Ayuso Ángel Gabilondo Edmundo Bal Ciudadanos.,2021-04-21
138,139,1,1,2,Edmundo Bal asegura que Madrid retroceder a.,2021-04-20
139,140,1,1,2,Edmundo Bal insiste: Ciudadanos es fundamental para alejar a los extremismos.,2021-04-10
140,141,1,1,2,"Edmundo Bal Ciudadnos está Ciudadanos no estará Vox y no estará Podemos, y si no están ellos, nos encontraremos con sentido común' Todo esto un mes justo desde que Ayuso convocó las elecciones El partido socialista ha recurrido la decisión de la Junta Electoral de Madrid que dió validez a lista del PP.",2021-04-10
141,142,1,1,2,Edmundo Bal asegura que aun queda mucho partido.,2021-04-04
142,143,1,1,2,"-Porque no habla Ángel Gabilondo, habla Pedro Sánchez, que todos los madrileños lo tengan claro, aquí no se elige al candidato Ángel Gabilondo, aquí se elige a Pedro Sánchez cuando se vota al partido socialista El candidato de Ciudadanos, Edmundo Bal, sigue de precampaña.",2021-04-04
143,144,1,1,2,"Inés Arrimadas ha arropado al candidato de Ciudadanos, Edmundo Bal.",2021-04-02
144,145,1,1,2,Edmundo Bal cree que Gabilondo pactará con Podemos.,2021-03-28
145,146,1,1,2,La precampaña en Madrid se intensifica con la participación de líderes nacionales: Pedro Sánchez en la presentación de la candidatura socialista e Inés Arrimadas arropando a Edmundo Bal.,2021-03-27
146,147,1,1,2,"Además de Edmundo Bal, se han presentado otros 10 candidatos.",2021-03-21
147,148,1,1,2,"Tanto Pablo Iglesias como Edmundo Bal deberían dejar inmediatamente su escaño en el Congreso, no es razonable que estén esperando hasta el 4 de mayo para tomar la decisión que sobre su futuro personas tengan que tomar.",2021-03-21
148,149,1,1,2,A Edmundo Bal se suman otros 10 afiliados del partido.,2021-03-21
149,150,1,1,2,Edmundo Bal tampoco pierde el tiempo y lanza este otro vídeo.,2021-03-20
150,151,1,1,2,El diputado de Ciudadanos Edmundo Bal tendrá rival en las primarias de su partido para la candidatura para presidir la Comunidad de Madrid.,2021-03-20
151,152,1,1,2,"Esperará a que pasen las elecciones, a las que Edmundo Bal se presenta.",2021-03-19
152,153,1,1,2,"Otros paises como Noruega o Dinamarca, esperarán a los informes de sus propias agencias Ángel Garrido, que fue presidente de Madrid con el PP, es la última baja en Ciudadanos -Ha anunciado que abandona la política un día después de que el partido naranja confirmara que Edmundo Bal será el candidato para las elecciones en la comunidad de Madrid.",2021-03-19
153,154,1,1,2,El que fue presidente de Madrid con el PP deja la política ni 24 horas después de que Edmundo Bal aceptara ser el candidato naranja en Madrid.,2021-03-19
154,155,1,1,2,Quien ya ha entrado en campaña por los naranjas en Madrid es Edmundo Bal.,2021-03-19
155,156,1,1,2,"Y en Madrid, Edmundo Bal será candidato a las primarias de Ciudadanos para las elecciones del 4 de mayo... en lugar de Ignacio Aguado.",2021-03-19
156,157,1,1,2,"Esta tarde hemos sabido que Edmundo Bal será finalmente candidato en las primarias del partido para las elecciones de Madrid, el próximo 4 de mayo.",2021-03-19
157,158,1,1,2,"Edmundo Bal da un paso adelante y se presenta a las primarias para ser el candidato de Ciudadanos en la comunidad de Madrid porque dice, está dispuesto a asumir el reto.",2021-03-19
158,159,1,1,2,"Y en Madrid, Edmundo Bal será candidato a las primarias de Ciudadanos para las elecciones del 4 de mayo... en lugar de Ignacio Aguado.",2021-03-18
159,160,1,1,2,"Esta tarde hemos sabido que Edmundo Bal será finalmente candidato en las primarias del partido para las elecciones de Madrid, el próximo 4 de mayo.",2021-03-18
160,161,1,1,2,"Edmundo Bal da un paso adelante y se presenta a las primarias para ser el candidato de Ciudadanos en la comunidad de Madrid porque dice, está dispuesto a asumir el reto.",2021-03-18
161,162,1,1,2,"Edmundo Bal acusa al partido popular de montar, dice, una operacion para destruir a Ciudadanos.",2021-03-14
162,163,1,1,2,"La candidata de Ciudadanos en la moción de Murcia, La candidata de Ciudadanos en la moción de Murcia, Ana Martínez Vidal, señala directamente a Hervías como responsable del transfuguismo en la región y Edmundo Bal acusa al Partido Popular de montar, dice, una operación para destruir a Ciudadanos.",2021-03-14
163,164,1,1,2,A dos ruedas y rodeado de sus compañeros de partido moteros ha llegado el candidato de Ciudadanos al acto de hoy.,2021-04-29
164,165,1,1,2,El candidato de Ciudadanos se ha dirigido a sus rivales.,2021-04-28
165,166,1,1,2,El candidato de Ciudadanos también ha tenido palabras para él.,2021-04-25
166,167,1,1,2,El candidato de Ciudadanos ha calificado de penoso lo sucedido esta mañana.,2021-04-23
167,168,1,1,2,"Lo que no puede hacer el gobierno es aprovechar la pandemia para arruinar, para cerrar y para prohibir' El candidato de Ciudadanos promete acabar con la temporalidad en la administración.",2021-04-19
168,169,1,1,2,Alerta de que gobiernen los extremos El candidato de Ciudadanos promete acabar con la temporalidad en la administración.,2021-04-19
169,170,1,1,2,El candidato de Ciudadanos dice que estas vicepresidencias nunca han existido en el Gobierno de Madrid.,2021-04-16
170,171,1,1,2,El candidato de Ciudadanos pide acabar con la confrontación y exige unidad en la vacunación.,2021-04-11
171,172,1,1,2,Por Edmundo se leía hoy en la camiseta del Candidato de Ciudadanos en una carrera popular.,2021-04-11
172,173,1,1,2,El día nos deja también la imagen del candidato de Ciudadanos junto a Inés Arrimadas.,2021-04-02
173,174,1,1,2,"Respuesta al candidato del PSOE que en un debate crispado ha cargado contra Ciudadanos por traicionar, dice, sus promesas de regeneración.",2021-03-22
174,175,1,1,2,El candidato del PSOE califica así el gobierno de coalición entre PP y Ciudadanos Y hace un llamamiento para que la moción que ha presentando en solitario prospere LUIS TUDANCA PSOE.,2021-03-22
175,176,1,1,2,"Ignacio Aguado, que quiere repetir como candidato de Ciudadanos, no rechaza entenderse con Ayuso después de las elecciones, aunque su ruptura está muy reciente.",2021-03-16
176,177,1,1,2,Quien no está confirmado como candidato de Ciudadanos es Aguado.,2021-03-12
177,178,1,1,2,-Yo tengo el apoyo de Inés y de todo el partido para seguir trabajando y si los afiliados en las primarias me dan su confianza yo quiero seguir no solamente siendo candidato de Ciudadanos; es que quiero presidir la Comunidad de Madrid.,2021-03-12
178,179,1,1,2,"Hoy la campaña ha ido sobre ruedas, primero hemos visto a Bal conduciendo su Harley.",2021-04-29
179,180,1,1,2,Bal ha señalado a Ayuso por no rechazar por igual a Podemos y a VOX.,2021-04-29
180,181,1,1,2,Bal pide también al resto de candidatos que se comprometan por escrito a condenar toda la violencia.,2021-04-28
181,182,1,1,2,"Por eso, Bal se refiere así las palabras de Pablo Casado de ayer desde Murcia.",2021-03-19
182,183,1,1,2,"Se aparta, dice, porque Bal es la mejor opción y se despide con la voz quebrada.",2021-03-19
183,184,1,1,2,"Se aparta, dice, porque Bal es la mejor opción y se despide con la voz quebrada.",2021-03-18
184,185,1,3,3,El PSOE ha denunciado ante la Junta Electoral Central a Isabel Díaz Ayuso porque considera que hizo campaña durante el acto institucional del 2 de mayo.,2021-05-03
185,186,1,3,3,"Hoy la presidenta, Isabel Díaz Ayuso, ha presidido un acto en la Puerta del Sol, que ha concluido con un mensaje de concordia.",2021-05-02
186,187,1,3,3,"Seguimos defendiendo 'España y la libertad' Ella lo justifica Isabel Díaz Ayuso Presidenta de la Comunidad de Madrid 'Es el leitmotiv de la fiesta de hoy' Todos los partidos menos VOX, le acusan de electoralismo.",2021-05-02
187,188,1,3,3,"Hoy la presidenta, Isabel Díaz Ayuso, ha presidido un acto en la Puerta del Sol, que ha concluido con un mensaje de concordia.",2021-05-02
188,189,1,3,3,"Al margen de la campaña, el acto institucional de la Comunidad de Madrid, presidido por Isabel Díaz Ayuso, ha dejado otras imágenes y alguna que otra anécdota. y todo condicionado por el último día de campaña.",2021-05-02
189,190,1,3,3,"En su discurso institucional la presidenta de la Comunidad de Madrid, Isabel Díaz Ayuso, ha hecho un llamamiento a renovar la concordia.",2021-05-02
190,191,1,3,3,La presidenta Isabel Díaz Ayuso con todos los premiados.,2021-05-02
191,192,1,3,3,-El día 5 de mayo no voy a perder ni un segundo en llamar a Isabel Díaz Ayuso y decirle: 'Nos tenemos que poner a trabajar'.,2021-04-30
192,193,1,3,3,"Entre ellas la que se detectó ayer en Sant Cugat, un sobre con dos balas para la presidenta de la Comunidad de Madrid, Isabel Díaz Ayuso.",2021-04-28
193,194,1,3,3,"Unas horas antes se han detectado otras dos; una, destinada a la presidenta madrileña Isabel Díaz Ayuso, en este caso localizada en Barcelona, y, otra enviada a la dirección de la Guardia Civil en Madrid.",2021-04-28
194,195,1,3,3,"Las otras dos iban dirigidas a la Guardia Civil y a la presidenta de la Comunidad de Madrid, Isabel Díaz Ayuso.",2021-04-28
195,196,1,3,3,"Isabel Díaz Ayuso, que no ha participado en el de hoy Mas Madrid asegura que está en contra de cualquier tipo de amenaza.",2021-04-23
196,197,1,3,3,"La última encuesta del CIS sobre Madrid rebaja las expectativas del PP y da más posiblidades de gobernar a la izquierda, aunque Isabel Díaz Ayuso ganaría con mucha ventaja las elecciones.",2021-04-22
197,198,1,3,3,"Dicen que llegan muy concentrados y preparados, la mayoría han bloqueado sus agendas para preparar este debate, Isabel Díaz Ayuso y Edmundo Bal, hay 600.000 indecisos, y el debate puede ser decisivo.",2021-04-21
198,199,1,3,3,Pablo Iglesias Rocío Monasterio Mónica García Isabel Díaz Ayuso Ángel Gabilondo Edmundo Bal Ciudadanos.,2021-04-21
